Sector_score,Score_A,Risk_A,Score_B.1,District_Loss,Prob,Score,Inherent_Risk,CONTROL_RISK,Risk
1.85,0.6,1.488,0.2,2,0.2,2.4,2.888,0.4,0
1.85,0.6,5.964,0.2,2,0.2,2.4,7.482,0.4,1
1.85,0.6,3.078,0.2,2,0.2,2.4,4.498,0.4,0
1.85,0.6,1.494,0.2,2,0.2,2.4,3.05,0.4,0
1.85,0.6,4.332,0.2,2,0.2,2.4,5.788,0.4,1
1.85,0.2,0.142,0.2,2,0.2,2.0,1.674,0.4,0
1.85,0.6,11.526,0.2,6,0.2,4.0,15.208,1.2,1
1.85,0.2,0.036,0.2,6,0.2,2.6,3.436,2.4,1
1.85,0.6,3.54,0.2,6,0.2,3.0,7.088,2.4,1
1.85,0.6,2.424,0.2,6,0.2,2.8,4.782,1.2,1
1.85,0.6,1.686,0.2,6,0.2,3.2,15.578,1.2,1
1.85,0.6,3.522,0.2,6,0.2,2.8,5.81,1.2,1
1.85,0.4,0.7,0.2,6,0.2,2.6,2.97,1.2,1
1.85,0.6,1.23,0.2,6,0.2,2.8,4.136,1.2,1
1.85,0.2,0.0,0.2,6,0.2,2.6,3.408,2.4,1
1.85,0.6,2.202,0.2,2,0.2,2.4,3.638,0.4,0
1.85,0.2,0.128,0.2,2,0.4,2.2,2.118,0.8,0
1.85,0.6,4.422,0.2,2,0.2,3.0,6.494,0.4,1
1.85,0.6,6.474,0.2,2,0.2,2.4,8.016,0.4,1
1.85,0.6,6.012,0.2,2,0.2,2.4,7.688,0.4,1
1.85,0.2,0.088,0.2,2,0.2,2.0,1.74,0.4,0
1.85,0.6,1.734,0.2,2,0.2,2.4,3.164,0.4,0
1.85,0.2,0.12,0.2,2,0.2,2.6,2.062,0.4,0
1.85,0.2,0.158,0.2,2,0.2,2.6,2.076,0.4,0
1.85,0.6,1.956,0.2,2,0.2,2.4,3.432,0.4,0
1.85,0.6,5.364,0.2,2,0.2,3.0,7.296,0.4,1
1.85,0.6,2.76,0.2,2,0.2,3.0,4.636,0.4,0
1.85,0.6,4.206,0.2,2,0.2,3.0,6.074,0.4,1
1.85,0.4,0.416,0.2,2,0.2,2.2,2.072,0.4,0
1.85,0.6,1.686,0.2,2,0.2,2.4,3.168,0.4,0
1.85,0.2,0.14,0.2,2,0.2,2.0,1.762,0.4,0
1.85,0.2,0.156,0.2,2,0.2,2.0,1.944,0.4,0
1.85,0.6,4.254,0.2,2,0.2,3.0,6.434,0.4,1
1.85,0.4,0.556,0.2,2,0.2,2.8,2.396,0.4,0
1.85,0.6,1.476,0.2,2,0.2,2.4,2.95,0.4,0
1.85,0.6,1.488,0.2,2,0.2,2.4,2.908,0.4,0
1.85,0.4,0.512,0.2,2,0.2,2.8,2.612,0.4,0
1.85,0.6,2.298,0.2,2,0.2,2.4,3.754,0.4,0
1.85,0.6,2.244,0.2,2,0.2,2.4,3.754,0.4,0
1.85,0.6,6.864,0.2,2,0.2,3.0,8.836,0.4,1
1.85,0.6,2.994,0.2,2,0.2,2.4,4.522,0.4,0
1.85,0.6,4.95,0.2,2,0.2,3.0,6.99,0.4,1
1.85,0.2,0.05,0.2,2,0.2,2.6,2.318,0.4,0
1.85,0.6,4.32,0.2,2,0.2,2.4,5.808,0.4,1
1.85,0.2,0.146,0.2,2,0.2,2.6,2.082,0.4,0
1.85,0.6,3.12,0.2,2,0.2,2.4,4.52,0.4,0
1.85,0.4,0.464,0.2,6,0.2,2.6,2.686,1.2,1
1.85,0.2,0.0,0.2,6,0.2,2.4,2.238,1.2,1
1.85,0.2,0.13,0.2,2,0.2,2.0,1.564,0.4,0
1.85,0.2,0.158,0.2,2,0.2,2.0,2.266,0.4,0
1.85,0.6,1.968,0.2,6,0.2,2.8,4.226,1.2,1
1.85,0.2,0.18,0.2,6,0.2,2.4,2.406,1.2,1
1.85,0.6,3.0,0.2,2,0.2,2.4,4.508,0.4,0
1.85,0.6,4.242,0.2,2,0.2,2.4,5.786,0.4,1
1.85,0.4,0.432,0.2,2,0.2,2.8,3.408,0.4,0
1.85,0.6,2.076,0.2,2,0.2,2.4,3.506,0.4,0
1.85,0.2,0.12,0.2,2,0.2,2.6,2.018,0.4,0
1.85,0.6,2.352,0.2,2,0.2,3.0,4.184,0.4,0
1.85,0.6,4.704,0.2,2,0.2,3.8,8.19,0.8,1
1.85,0.2,0.198,0.2,4,0.2,2.2,1.998,0.8,0
1.85,0.2,0.034,0.2,2,0.2,2.0,1.456,0.4,0
1.85,0.4,0.676,0.2,2,0.2,2.2,2.118,0.4,0
1.85,0.2,0.036,0.2,2,0.2,2.0,1.562,0.4,0
1.85,0.2,0.002,0.2,2,0.2,2.0,1.584,0.4,0
1.85,0.2,0.176,0.2,2,0.2,2.6,2.214,0.4,0
1.85,0.4,0.468,0.2,2,0.2,2.2,1.898,0.4,0
1.85,0.2,0.0,0.2,4,0.2,2.2,1.8,0.8,0
1.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
1.85,0.2,0.0,0.2,4,0.2,2.2,1.84,0.8,0
1.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
1.85,0.2,0.0,0.2,6,0.2,2.4,2.2,1.2,1
1.85,0.2,0.198,0.2,6,0.2,2.4,2.42,1.2,1
1.85,0.2,0.042,0.2,2,0.2,2.0,1.442,0.4,0
1.85,0.6,1.32,0.2,2,0.2,2.4,2.776,0.4,0
1.85,0.6,1.986,0.2,2,0.2,2.4,3.42,0.4,0
1.85,0.6,1.458,0.2,2,0.2,2.4,2.912,0.4,0
1.85,0.6,8.346,0.2,2,0.2,2.4,9.884,0.4,1
2.37,0.4,0.452,0.6,6,0.2,5.0,20.396,1.2,1
2.37,0.2,0.112,0.2,6,0.2,2.4,2.452,1.2,1
2.37,0.2,0.112,0.2,6,0.2,2.4,2.338,1.2,1
2.34,0.6,2.37,0.4,6,0.4,3.8,56.546,1.6,1
2.34,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
2.34,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
2.34,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
2.34,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
15.56,0.2,0.0,0.2,6,0.2,2.8,16.582,1.2,1
17.68,0.6,1.512,0.2,6,0.2,4.4,58.216,1.2,1
21.61,0.6,1.884,0.4,4,0.2,4.6,15.09,0.8,1
21.61,0.2,0.176,0.2,2,0.2,2.6,2.156,0.4,0
21.61,0.2,0.16,0.2,2,0.2,2.0,1.988,0.4,0
21.61,0.2,0.14,0.2,2,0.2,2.0,1.684,0.4,0
21.61,0.2,0.0,0.2,2,0.2,2.0,1.526,0.4,0
21.61,0.2,0.066,0.2,2,0.2,2.0,1.466,0.4,0
21.61,0.2,0.056,0.2,2,0.2,2.0,1.488,0.4,0
21.61,0.2,0.038,0.2,2,0.2,2.0,1.622,0.4,0
21.61,0.2,0.106,0.2,2,0.2,2.0,1.632,0.4,0
21.61,0.2,0.092,0.2,2,0.2,2.0,1.784,0.4,0
21.61,0.2,0.062,0.2,2,0.2,2.0,1.518,0.4,0
21.61,0.2,0.15,0.2,2,0.2,2.0,2.01,0.4,0
21.61,0.2,0.17,0.2,2,0.2,2.0,1.756,0.4,0
21.61,0.2,0.068,0.2,2,0.2,2.0,1.546,0.4,0
21.61,0.2,0.132,0.2,2,0.2,2.0,1.7,0.4,0
21.61,0.2,0.118,0.2,2,0.2,2.0,1.656,0.4,0
21.61,0.2,0.122,0.2,2,0.2,2.0,1.648,0.4,0
21.61,0.2,0.144,0.2,2,0.2,2.0,1.708,0.4,0
21.61,0.2,0.074,0.2,2,0.2,2.0,1.494,0.4,0
21.61,0.2,0.124,0.2,2,0.2,2.0,1.682,0.4,0
21.61,0.2,0.196,0.2,2,0.2,2.6,2.052,0.4,0
21.61,0.2,0.064,0.2,2,0.2,2.0,1.464,0.4,0
21.61,0.2,0.112,0.2,2,0.2,2.0,1.656,0.4,0
21.61,0.2,0.108,0.2,2,0.2,2.0,1.78,0.4,0
21.61,0.2,0.126,0.2,2,0.2,2.0,1.728,0.4,0
21.61,0.2,0.074,0.2,2,0.2,2.0,1.566,0.4,0
21.61,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
21.61,0.2,0.058,0.2,2,0.2,2.0,1.524,0.4,0
21.61,0.2,0.134,0.2,2,0.2,2.0,1.686,0.4,0
21.61,0.2,0.086,0.2,2,0.2,2.0,1.486,0.4,0
21.61,0.2,0.134,0.2,2,0.2,2.0,1.762,0.4,0
21.61,0.2,0.168,0.2,2,0.2,2.6,2.004,0.4,0
21.61,0.2,0.104,0.2,2,0.2,2.0,1.64,0.4,0
21.61,0.2,0.076,0.2,2,0.2,2.0,1.638,0.4,0
21.61,0.2,0.038,0.2,2,0.2,2.0,1.484,0.4,0
21.61,0.2,0.054,0.2,2,0.2,2.0,1.524,0.4,0
21.61,0.2,0.068,0.2,2,0.2,2.0,1.522,0.4,0
21.61,0.2,0.004,0.2,2,0.2,2.0,1.536,0.4,0
21.61,0.2,0.0,0.2,2,0.2,2.0,1.406,0.4,0
21.61,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
59.85,0.4,0.776,0.4,6,0.4,4.8,16.57,1.6,1
59.85,0.2,0.0,0.2,2,0.2,2.0,1.458,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,2.06,0.4,0
59.85,0.2,0.054,0.2,2,0.2,2.4,11.108,0.4,1
59.85,0.2,0.0,0.2,2,0.2,2.0,1.688,0.4,0
59.85,0.2,0.006,0.2,2,0.2,2.0,1.738,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.438,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.54,0.4,0
59.85,0.2,0.01,0.2,2,0.2,2.0,1.536,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.586,0.4,0
59.85,0.2,0.006,0.2,2,0.2,2.0,1.65,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.2,2.04,0.8,0
59.85,0.2,0.002,0.2,2,0.2,2.0,1.63,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.972,0.4,0
59.85,0.2,0.006,0.2,2,0.2,2.0,1.716,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.878,0.4,0
59.85,0.2,0.014,0.2,2,0.2,2.4,7.654,0.4,1
59.85,0.2,0.0,0.2,4,0.2,2.2,2.06,0.8,0
59.85,0.2,0.062,0.2,2,0.2,2.0,1.462,0.4,0
59.85,0.2,0.03,0.2,2,0.2,2.0,1.44,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
59.85,0.2,0.002,0.2,2,0.2,2.0,1.522,0.4,0
59.85,0.2,0.03,0.2,2,0.2,2.0,1.43,0.4,0
59.85,0.2,0.04,0.2,2,0.2,2.0,1.496,0.4,0
59.85,0.2,0.012,0.2,2,0.2,2.0,1.412,0.4,0
59.85,0.2,0.06,0.2,2,0.2,2.0,1.46,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
59.85,0.2,0.058,0.2,2,0.2,2.0,1.466,0.4,0
59.85,0.2,0.096,0.2,2,0.2,2.0,1.496,0.4,0
59.85,0.2,0.078,0.2,4,0.2,2.2,1.99,0.8,0
59.85,0.2,0.042,0.2,4,0.2,2.2,1.908,0.8,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
59.85,0.2,0.084,0.2,4,0.2,2.2,1.884,0.8,0
59.85,0.2,0.008,0.2,2,0.2,2.0,1.452,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.444,0.4,0
59.85,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.058,0.4,2,0.2,2.4,2.746,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.6,2.264,0.4,0
55.57,0.6,1.344,0.2,2,0.2,3.6,7.148,0.4,1
55.57,0.2,0.124,0.2,2,0.2,2.0,1.608,0.4,0
55.57,0.4,0.68,0.2,4,0.2,3.6,6.762,0.8,1
55.57,0.2,0.19,0.2,4,0.2,2.2,2.134,0.8,0
55.57,0.2,0.0,0.4,6,0.2,3.2,54.43,1.2,1
55.57,0.6,1.554,0.2,6,0.2,4.2,74.282,1.2,1
55.57,0.4,0.48,0.2,2,0.2,2.2,2.078,0.4,0
55.57,0.2,0.052,0.2,2,0.2,2.0,1.504,0.4,0
55.57,0.2,0.14,0.2,2,0.2,2.0,1.578,0.4,0
55.57,0.4,0.636,0.2,2,0.2,2.2,2.084,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.404,0.4,0
55.57,0.6,1.884,0.2,2,0.4,4.0,9.23,0.8,1
55.57,0.2,0.136,0.2,2,0.2,2.6,2.124,0.4,0
55.57,0.2,0.134,0.2,2,0.2,2.6,2.218,0.4,0
55.57,0.6,1.524,0.2,2,0.2,3.6,6.334,0.4,1
55.57,0.4,0.736,0.2,2,0.2,3.4,4.85,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.6,1.86,0.2,2,0.2,3.6,6.174,0.4,1
55.57,0.2,0.158,0.2,2,0.2,2.0,1.706,0.4,0
55.57,0.2,0.076,0.2,2,0.2,2.0,1.494,0.4,0
55.57,0.6,1.446,0.2,2,0.2,3.6,5.71,0.4,1
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.4,0.504,0.2,2,0.2,3.0,5.136,0.4,1
55.57,0.2,0.12,0.2,2,0.2,2.0,1.612,0.4,0
55.57,0.4,0.496,0.2,6,0.2,3.8,4.058,1.2,1
55.57,0.2,0.0,0.2,6,0.2,2.4,2.2,1.2,1
55.57,0.2,0.00012,0.2,6,0.2,3.0,2.64412,1.2,1
55.57,0.4,0.596,0.2,2,0.2,3.4,3.45,0.4,0
55.57,0.4,0.508,0.2,2,0.2,3.4,3.144,0.4,0
55.57,0.6,1.452,0.2,2,0.2,3.8,7.494,0.4,1
55.57,0.2,0.138,0.2,2,0.2,2.0,1.7,0.4,0
55.57,0.4,0.74,0.2,2,0.2,3.4,4.738,0.4,0
55.57,0.4,0.74,0.2,2,0.2,3.4,4.966,0.4,0
55.57,0.6,1.47,0.2,2,0.2,3.8,8.396,0.4,1
55.57,0.2,0.108,0.2,2,0.2,2.0,1.642,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.4,0.58,0.2,2,0.2,3.4,5.592,0.4,1
55.57,0.2,0.168,0.2,2,0.2,2.0,1.568,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.022,0.2,2,0.2,2.0,1.422,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.498,0.4,0
55.57,0.2,0.082,0.2,2,0.2,2.0,1.482,0.4,0
55.57,0.2,0.112,0.2,2,0.2,2.0,1.512,0.4,0
55.57,0.2,0.174,0.2,2,0.2,2.0,1.594,0.4,0
55.57,0.2,0.1,0.2,2,0.2,2.0,1.5,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.404,0.4,0
55.57,0.2,0.076,0.2,2,0.2,2.0,1.574,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.406,0.4,0
55.57,0.2,0.034,0.2,2,0.2,2.0,1.434,0.4,0
55.57,0.2,0.168,0.2,4,0.2,2.2,1.968,0.8,0
55.57,0.2,0.098,0.2,2,0.2,3.2,4.366,0.4,0
55.57,0.2,0.134,0.2,4,0.2,2.2,2.214,0.8,0
55.57,0.2,0.09,0.2,4,0.2,3.6,10.624,0.8,1
55.57,0.2,0.0,0.2,4,0.2,2.2,1.8,0.8,0
55.57,0.2,0.136,0.2,4,0.2,2.2,1.936,0.8,0
55.57,0.2,0.198,0.2,4,0.2,2.2,1.998,0.8,0
55.57,0.2,0.058,0.2,4,0.2,2.2,1.858,0.8,0
55.57,0.4,0.668,0.2,4,0.2,2.4,2.48,0.8,0
55.57,0.4,0.42,0.2,4,0.2,3.6,3.522,0.8,1
55.57,0.2,0.148,0.2,6,0.2,2.4,2.348,1.2,1
55.57,0.2,0.0,0.2,6,0.2,2.4,2.2,1.2,1
55.57,0.2,0.102,0.2,2,0.2,2.6,2.046,0.4,0
55.57,0.2,0.148,0.2,2,0.2,2.0,1.578,0.4,0
55.57,0.2,0.046,0.2,2,0.2,2.0,1.446,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.6,1.92,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.498,0.4,0
55.57,0.2,0.146,0.2,2,0.2,2.0,1.546,0.4,0
55.57,0.2,0.056,0.2,2,0.2,2.0,1.506,0.4,0
55.57,0.2,0.064,0.2,2,0.2,2.2,1.864,0.8,0
55.57,0.2,0.042,0.2,2,0.2,2.0,1.442,0.4,0
55.57,0.4,0.652,0.2,2,0.2,2.2,2.052,0.4,0
55.57,0.2,0.16,0.2,2,0.2,2.0,1.56,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.166,0.2,2,0.2,2.0,1.566,0.4,0
55.57,0.2,0.114,0.2,2,0.2,2.6,2.038,0.4,0
55.57,0.2,0.142,0.2,2,0.2,2.0,1.542,0.4,0
55.57,0.2,0.03,0.2,2,0.2,2.0,1.43,0.4,0
55.57,0.4,0.504,0.2,2,0.2,2.2,1.904,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.402,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.018,0.2,2,0.2,2.0,1.418,0.4,0
55.57,0.2,0.102,0.2,2,0.2,2.0,1.508,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.502,0.4,0
55.57,0.4,0.44,0.2,2,0.2,2.2,1.84,0.4,0
55.57,0.4,0.456,0.2,4,0.2,2.4,2.256,0.8,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.6,1.38,0.2,2,0.2,2.4,2.78,0.4,0
55.57,0.4,0.64,0.2,2,0.2,2.6,55.142,0.4,1
55.57,0.4,0.596,0.2,2,0.2,2.2,1.996,0.4,0
55.57,0.2,0.048,0.2,2,0.2,2.0,1.448,0.4,0
55.57,0.2,0.084,0.2,2,0.2,2.0,1.484,0.4,0
55.57,0.4,0.428,0.2,2,0.2,2.2,1.86,0.4,0
55.57,0.4,0.556,0.2,2,0.2,2.2,1.956,0.4,0
55.57,0.2,0.014,0.2,2,0.2,2.0,1.414,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.578,0.4,0
55.57,0.2,0.176,0.2,2,0.2,2.0,1.706,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.6,2.096,0.4,0
55.57,0.4,0.512,0.2,2,0.2,2.2,1.956,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.042,0.2,2,0.2,2.0,1.442,0.4,0
55.57,0.2,0.184,0.2,2,0.2,2.0,1.584,0.4,0
55.57,0.2,0.034,0.2,2,0.2,2.0,1.434,0.4,0
55.57,0.2,0.052,0.2,2,0.2,2.0,1.45242,0.4,0
55.57,0.2,0.156,0.2,2,0.2,2.0,1.556,0.4,0
55.57,0.2,0.196,0.2,2,0.2,2.0,1.596,0.4,0
55.57,0.2,0.054,0.2,2,0.2,2.0,1.45434,0.4,0
55.57,0.2,0.082,0.2,2,0.2,2.0,1.504,0.4,0
55.57,0.2,0.148,0.2,2,0.2,2.0,1.69,0.4,0
55.57,0.2,0.164,0.2,2,0.2,3.2,3.316,0.4,0
55.57,0.2,0.0,0.2,2,0.2,3.2,8.408,0.4,1
55.57,0.2,0.122,0.2,2,0.2,2.0,1.522,0.4,0
55.57,0.2,0.124,0.2,2,0.2,2.0,1.734,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,2.114,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.4,0.432,0.2,2,0.2,2.2,1.832,0.4,0
55.57,0.2,0.14,0.2,2,0.2,2.0,1.54,0.4,0
55.57,0.4,0.544,0.2,2,0.2,2.2,1.944,0.4,0
55.57,0.2,0.0,0.2,2,0.2,3.2,4.544,0.4,0
55.57,0.2,0.064,0.2,2,0.2,2.0,1.498,0.4,0
55.57,0.2,0.066,0.2,2,0.2,2.0,1.46626,0.4,0
55.57,0.4,0.432,0.2,2,0.2,2.2,2.024,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.12,0.2,2,0.2,2.0,1.52,0.4,0
55.57,0.2,0.152,0.2,2,0.2,2.0,1.552,0.4,0
55.57,0.2,0.0,0.2,2,0.2,3.2,3.206,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.568,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.562,0.4,0
55.57,0.2,0.082,0.2,2,0.2,2.0,1.482,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.164,0.2,2,0.2,2.0,1.564,0.4,0
55.57,0.2,0.064,0.2,2,0.2,2.0,1.46418,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,6,0.2,2.4,2.2,1.2,1
55.57,0.4,0.424,0.2,6,0.2,2.6,2.93,1.2,1
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.426,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.102,0.2,2,0.2,2.6,2.514,0.4,0
55.57,0.4,0.424,0.2,2,0.2,2.2,1.824,0.4,0
55.57,0.2,0.142,0.2,2,0.2,2.0,1.592,0.4,0
55.57,0.2,0.0,0.2,2,0.2,3.2,6.58,0.4,1
55.57,0.4,0.64,0.2,2,0.2,2.2,2.04,0.4,0
55.57,0.2,0.06,0.2,2,0.2,2.0,1.46046,0.4,0
55.57,0.2,0.094,0.2,2,0.2,2.0,1.67,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.404,0.4,0
55.57,0.4,0.476,0.2,2,0.2,2.2,1.876,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.6,1.916,0.4,0
55.57,0.2,0.14,0.4,2,0.2,2.4,3.28,0.4,0
55.57,0.2,0.166,0.2,2,0.2,2.0,1.594,0.4,0
55.57,0.2,0.148,0.2,2,0.2,2.0,2.028,0.4,0
55.57,0.2,0.04,0.2,2,0.2,2.0,1.44,0.4,0
55.57,0.4,0.56,0.2,2,0.2,2.2,1.972,0.4,0
55.57,0.2,0.08,0.2,2,0.2,2.0,1.4805,0.4,0
55.57,0.2,0.17,0.2,2,0.2,2.6,2.05,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.59,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.4,0.448,0.2,2,0.2,2.2,1.848,0.4,0
55.57,0.4,0.512,0.2,2,0.2,2.2,1.912,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.6,1.864,0.4,0
55.57,0.2,0.02,0.2,2,0.2,2.0,1.42,0.4,0
55.57,0.4,0.424,0.2,2,0.2,3.2,12.118,0.4,1
55.57,0.2,0.05,0.2,2,0.2,2.0,1.45034,0.4,0
55.57,0.2,0.062,0.2,2,0.2,2.0,1.4623,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.168,0.2,2,0.2,2.0,1.568,0.4,0
55.57,0.4,0.436,0.2,2,0.2,2.2,1.836,0.4,0
55.57,0.4,0.516,0.2,2,0.2,2.2,1.916,0.4,0
55.57,0.2,0.102,0.2,2,0.2,2.0,1.576,0.4,0
55.57,0.2,0.018,0.2,2,0.2,2.0,1.418,0.4,0
55.57,0.2,0.078,0.2,2,0.2,2.0,1.66,0.4,0
55.57,0.4,0.428,0.2,2,0.2,2.2,1.828,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.1,0.2,2,0.2,3.2,3.318,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.608,0.4,0
55.57,0.2,0.168,0.2,2,0.2,2.0,1.698,0.4,0
55.57,0.2,0.18,0.2,2,0.2,2.6,2.024,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.4,0.4,0
55.57,0.2,0.118,0.2,2,0.2,2.0,1.518,0.4,0
55.57,0.2,0.004,0.2,2,0.2,2.0,1.404,0.4,0
55.57,0.4,0.592,0.2,2,0.2,3.4,4.68,0.4,0
55.57,0.2,0.0,0.2,2,0.2,3.2,3.38,0.4,0
55.57,0.2,0.16,0.2,2,0.2,2.0,1.674,0.4,0
55.57,0.2,0.072,0.2,2,0.2,2.0,1.622,0.4,0
55.57,0.2,0.088,0.2,2,0.2,2.0,1.594,0.4,0
55.57,0.2,0.102,0.2,2,0.2,2.0,1.62,0.4,0
55.57,0.2,0.15,0.2,2,0.2,2.0,1.64,0.4,0
55.57,0.2,0.098,0.2,2,0.2,2.0,1.578,0.4,0
55.57,0.2,0.094,0.2,2,0.2,2.0,1.568,0.4,0
55.57,0.2,0.048,0.2,2,0.2,2.0,1.456,0.4,0
55.57,0.2,0.04,0.2,2,0.2,2.0,1.44,0.4,0
55.57,0.2,0.0,0.2,2,0.2,2.0,1.464,0.4,0
